;Column Labels;;;;;;;;;;;;
Row Labels;A;B;C;D;E;F;G;H;I;J;K;L;Grand Total
11188;1;0;0;3;0;1;0;0;3;0;0;0;8
11189;0;0;0;0;0;1;1;0;0;0;0;0;2
11190;0;0;0;0;0;0;0;0;0;0;0;0;0
11191;0;0;0;1;0;1;0;2;0;0;0;0;4
11192;1;0;0;6;0;4;1;2;3;0;0;0;17
11193;0;0;0;2;0;1;2;0;0;0;0;0;5
11194;0;0;0;0;0;2;0;3;2;0;0;0;7
11195;0;8;0;4;7;9;1;4;1;0;0;3;37
11196;0;0;0;0;0;0;0;0;0;0;0;0;0
11197;0;0;0;0;0;0;0;0;0;0;0;0;0
11198;0;0;0;0;0;1;1;0;0;0;0;0;2
11199;0;0;0;0;0;0;0;0;0;0;0;0;0
11200;0;1;0;1;0;0;0;0;2;0;0;0;4
11201;0;1;0;1;0;0;0;0;2;0;0;0;4
11202;0;0;0;1;0;1;0;0;0;0;0;0;2
11203;0;0;0;0;0;0;0;0;0;0;0;0;0
11204;0;0;0;2;0;1;0;1;1;0;0;0;5
11205;0;0;0;1;0;0;0;0;1;0;0;0;2
11206;0;0;0;0;0;0;0;0;0;0;0;0;0
11207;0;0;0;1;0;0;0;0;1;0;0;0;2
11208;0;0;0;0;0;0;0;0;0;0;0;0;0
11209;0;0;0;2;0;0;0;0;2;0;0;0;4
11210;0;0;0;1;0;1;1;0;1;0;0;0;4
11211;0;0;0;0;0;0;0;0;0;0;0;0;0
11212;0;0;0;0;0;0;0;0;0;0;0;0;0
11213;0;0;0;0;0;0;0;0;0;0;0;0;0
11214;0;0;0;1;0;0;0;0;1;0;0;0;2
11215;0;0;0;0;0;0;0;0;0;0;0;0;0
11216;0;0;0;0;0;0;0;0;0;0;0;0;0
11217;0;0;0;0;0;1;1;0;0;0;0;0;2
11218;0;0;0;0;0;0;0;0;0;0;0;0;0
11219;0;0;0;0;0;0;0;0;0;0;0;0;0
11220;0;0;0;0;0;0;0;0;0;0;0;0;0
11221;0;0;0;0;0;0;0;0;0;0;0;0;0
11222;0;0;0;1;0;0;0;0;1;0;0;0;2
11223;0;0;0;0;0;0;0;0;0;0;0;0;0
11224;0;0;0;0;0;0;0;0;0;0;0;0;0
11225;0;0;0;1;0;1;1;0;1;0;0;0;4
11226;0;0;0;0;0;0;0;0;0;0;0;0;0
11227;0;0;0;0;0;0;0;0;0;0;0;0;0
11228;0;0;0;1;0;0;0;0;1;0;0;0;2
11229;0;0;0;0;0;0;0;0;0;0;0;0;0
11230;0;0;0;3;0;3;0;2;0;0;0;0;8
11231;0;0;0;0;0;0;0;0;0;0;0;0;0
11232;0;0;0;0;0;0;0;0;0;0;0;0;0
11233;0;0;0;2;0;1;1;0;0;0;0;0;4
11234;0;0;0;0;0;0;0;0;0;0;0;0;0
11235;0;0;0;2;0;2;1;1;0;0;0;0;6
11236;0;0;0;4;0;1;1;0;2;0;0;0;8
11237;0;0;0;0;0;0;0;0;0;0;0;0;0
11238;0;0;0;3;0;2;0;0;1;0;0;0;6
11239;0;0;0;2;0;2;0;1;0;0;0;0;5
11240;0;0;0;2;0;0;0;0;2;0;0;0;4
11241;0;0;0;0;0;0;0;0;0;0;0;0;0
11242;0;0;0;1;0;1;0;0;0;0;0;0;2
11243;0;0;0;0;0;0;0;0;0;0;0;0;0
11244;0;0;0;1;0;2;0;1;1;0;1;0;6
11245;0;0;0;0;1;0;0;1;0;0;0;0;2
11246;0;0;0;0;0;0;0;0;0;0;0;0;0
11247;0;0;0;4;0;3;0;0;4;0;0;0;11
11248;0;0;0;0;0;0;0;0;0;0;0;0;0
11249;0;0;0;2;0;0;0;0;2;0;0;0;4
11250;0;0;0;0;0;0;0;0;0;0;0;0;0
11251;0;0;0;0;0;0;0;0;0;0;0;0;0
11252;0;0;0;1;0;0;0;0;1;0;0;0;2
11253;0;0;0;0;0;0;0;0;0;0;0;0;0
11254;0;0;0;2;0;1;0;0;1;0;0;0;4
11255;0;0;0;0;0;0;0;0;0;0;0;0;0
11256;0;0;0;0;0;0;0;0;0;0;0;0;0
11257;0;0;0;1;0;1;1;1;0;0;0;0;4
11258;0;0;0;0;0;0;0;0;0;0;0;0;0
11259;0;0;0;2;0;3;0;2;0;0;0;0;7
11260;0;0;0;0;2;12;0;14;0;0;0;0;28
11261;0;0;0;3;0;2;0;1;2;0;0;0;8
11262;0;0;0;2;0;0;1;0;1;0;0;0;4
11263;0;1;0;1;0;4;0;2;0;0;0;1;9
11264;0;0;0;0;0;0;0;0;0;0;0;0;0
11265;0;0;0;0;0;2;2;0;0;0;0;0;4
11266;0;0;0;0;0;0;0;0;0;0;0;0;0
11267;0;0;0;0;0;0;0;0;0;0;0;0;0
11268;0;0;0;2;0;2;0;1;1;0;0;0;6
11269;0;0;0;1;0;1;0;0;0;0;0;0;2
11270;0;0;0;0;0;0;0;0;0;0;0;0;0
11271;0;0;0;1;0;1;0;1;0;0;0;0;3
11272;0;0;0;1;0;0;0;0;1;0;0;0;2
11273;0;0;0;0;0;0;0;0;0;0;0;0;0
11274;0;0;0;2;0;1;0;0;1;0;0;0;4
11275;1;0;0;1;0;2;0;0;0;0;0;0;4
11276;0;0;0;0;0;0;0;0;0;0;0;0;0
11277;0;0;0;0;0;0;0;0;0;0;0;0;0
11278;0;0;2;0;0;0;0;2;0;0;0;0;4
11279;0;0;0;2;0;2;0;1;1;0;0;0;6
11280;0;0;0;0;0;0;0;0;0;0;0;0;0
11281;0;0;0;2;0;1;0;1;1;0;0;0;5
11282;0;0;0;1;0;1;0;0;0;0;0;0;2
11283;0;0;0;0;0;0;0;0;0;0;0;0;0
11284;0;0;0;1;0;2;0;2;1;0;0;0;6
11285;0;0;0;0;0;0;0;0;0;0;0;0;0
11286;0;0;0;4;0;0;0;3;4;0;0;0;11
11287;0;1;0;1;0;4;0;0;0;0;0;0;6
11288;0;0;0;0;0;0;0;0;0;0;0;0;0
11289;0;0;0;1;0;0;0;0;1;0;0;0;2
11290;0;0;0;0;0;0;0;0;0;0;0;0;0
11291;1;0;0;2;0;2;0;0;1;0;0;0;6
11292;0;0;0;3;0;0;1;0;2;0;0;0;6
11293;2;0;0;1;0;4;0;2;1;0;0;0;10
11294;0;0;0;1;0;0;0;0;1;0;0;0;2
11295;0;0;1;1;0;0;1;1;0;1;0;0;5
11296;1;0;0;2;0;2;0;0;2;0;0;0;7
11297;0;0;0;3;0;1;0;0;2;0;0;0;6
11298;0;0;0;0;0;0;0;0;0;0;3;0;3
11299;0;0;0;1;0;0;0;0;1;0;0;0;2
11300;0;0;0;2;0;0;1;0;1;0;0;0;4
11301;0;0;0;2;0;1;1;1;0;0;0;0;5
11302;0;0;0;1;0;0;0;0;1;0;0;0;2
11303;0;0;0;4;0;1;0;0;3;0;0;0;8
11304;0;0;0;4;0;0;0;0;4;0;0;0;8
11305;13;2;1;36;0;15;15;1;21;0;0;0;104
11306;0;0;0;1;0;0;0;0;1;0;0;0;2
11307;1;0;0;3;0;4;0;0;0;0;0;0;8
11308;0;0;0;1;0;0;0;0;1;0;0;0;2
11309;0;0;0;2;0;1;1;1;1;0;0;0;6
11310;0;0;0;0;0;0;0;0;0;0;0;0;0
11311;1;0;0;0;0;1;0;0;0;0;0;0;2
11312;0;0;0;0;0;0;0;0;0;0;0;0;0
11313;2;4;0;4;0;8;0;3;7;0;0;0;28
11314;0;0;0;2;0;0;1;0;1;0;0;0;4
11315;0;0;0;0;0;0;0;0;0;0;0;0;0
11316;0;0;0;1;0;0;0;0;1;0;0;0;2
11317;0;0;0;0;0;0;0;0;0;0;0;0;0
11318;0;0;0;1;0;1;0;0;0;0;0;0;2
11319;0;0;0;0;0;0;0;0;0;0;0;0;0
11320;0;0;0;0;0;1;1;0;0;0;0;0;2
11321;0;0;0;0;0;0;0;0;0;0;0;0;0
11322;0;0;0;2;0;0;1;0;1;0;0;0;4
11323;0;0;0;0;0;0;0;0;0;0;0;0;0
11324;0;0;0;1;0;0;0;0;1;0;0;0;2
11325;0;0;0;0;0;0;0;0;0;0;0;0;0
11326;0;0;0;3;0;2;1;0;0;0;0;0;6
11327;0;0;0;2;0;0;0;0;2;0;0;0;4
11328;0;1;0;1;0;2;0;0;0;0;0;0;4
11329;1;1;0;3;0;5;1;2;2;0;0;0;15
11330;0;0;0;3;0;0;0;0;3;0;0;0;6
11331;0;0;0;0;0;0;0;0;0;0;0;0;0
11332;0;0;0;3;0;2;0;0;1;0;0;0;6
11333;0;0;0;2;0;2;0;0;0;0;0;0;4
11334;0;0;0;0;0;0;0;0;0;0;0;0;0
11335;0;0;0;0;0;0;0;0;0;0;0;0;0
11336;0;0;0;0;0;1;0;1;0;0;0;0;2
11337;0;0;0;0;0;0;0;0;0;0;0;0;0
11338;0;0;0;0;0;1;1;0;0;0;0;0;2
11339;0;0;0;0;0;0;0;0;0;0;0;0;0
11340;0;0;0;0;0;0;0;0;0;0;0;0;0
11341;0;1;0;1;0;1;0;1;1;0;0;0;5
11342;0;0;0;1;0;2;0;0;1;0;0;0;4
11343;0;0;0;1;0;1;0;0;0;0;0;0;2
11344;0;0;0;0;0;0;0;0;0;0;0;0;0
11345;0;0;0;2;0;0;1;0;1;0;0;0;4
11346;0;0;0;0;0;0;0;0;0;0;0;0;0
11347;0;0;0;0;0;0;0;0;0;0;0;0;0
11348;0;0;0;2;0;1;0;0;2;0;0;0;5
11349;0;0;0;3;0;1;2;0;0;0;0;0;6
11350;0;0;0;0;0;0;0;0;0;0;0;0;0
11351;1;0;1;1;0;1;0;1;0;0;0;0;5
11352;0;0;0;2;0;0;2;0;0;0;0;0;4
11353;0;0;0;1;0;2;0;1;0;0;0;0;4
11354;0;0;0;5;0;3;0;0;2;0;0;0;10
11355;0;0;0;0;0;0;0;0;0;0;0;0;0
11356;0;0;0;2;0;1;0;0;1;0;0;0;4
11357;0;1;0;0;0;1;0;0;0;0;0;0;2
11358;0;0;0;0;0;0;0;0;0;0;0;0;0
11359;0;0;0;2;0;1;1;0;0;0;0;0;4
11360;1;0;1;1;0;1;1;0;0;0;0;0;5
11361;0;0;0;2;0;2;0;1;0;0;0;0;5
11362;0;0;0;2;0;1;0;2;1;0;0;0;6
11363;0;0;0;1;0;1;0;0;0;0;0;0;2
11364;0;0;0;0;0;0;0;0;0;0;0;0;0
11365;1;0;3;1;0;1;0;3;0;2;0;0;11
11366;0;0;0;0;0;0;0;0;0;0;0;0;0
11367;0;0;0;2;0;1;0;0;1;0;0;0;4
11368;0;0;0;1;0;0;0;0;1;0;0;0;2
11369;0;0;0;0;0;0;0;0;0;0;0;0;0
11370;0;0;0;3;0;4;0;4;3;0;0;0;14
11371;0;0;0;0;0;0;0;0;0;0;0;0;0
11372;0;0;0;0;0;0;0;0;0;0;0;0;0
11373;0;0;0;0;0;0;0;0;0;0;0;0;0
11374;0;0;0;0;0;0;0;0;0;0;0;0;0
11375;0;0;0;1;0;0;0;0;1;0;0;0;2
11376;0;0;0;0;0;0;0;0;0;0;0;0;0
11377;0;0;0;1;0;1;0;0;0;0;0;0;2
11378;0;0;0;0;0;0;0;0;0;0;0;0;0
11379;0;0;0;0;0;1;1;0;0;0;0;0;2
11380;0;0;0;0;0;0;0;0;0;0;0;0;0
11381;0;0;0;0;0;0;0;0;0;0;0;0;0
11382;0;0;0;1;0;0;0;0;1;0;0;0;2
11383;0;0;0;0;0;0;0;0;0;0;0;0;0
11384;0;0;0;3;0;0;0;0;3;0;0;0;6
11385;0;0;0;0;0;0;0;0;0;0;0;0;0
11386;0;0;0;2;0;2;2;0;0;0;0;0;6
11387;0;0;0;6;0;2;1;0;3;0;0;0;12
11388;1;1;1;4;0;4;1;3;4;1;2;0;22
11389;0;0;0;1;0;0;1;0;0;0;0;0;2
11390;0;0;0;0;0;0;0;0;0;0;0;0;0
11391;0;0;0;3;0;0;0;0;3;0;0;0;6
11392;0;0;0;0;0;0;0;0;0;0;0;0;0
11393;0;0;0;0;0;0;0;0;0;0;0;0;0
11394;0;0;0;1;0;0;0;0;1;0;0;0;2
11395;0;0;0;0;0;0;0;0;0;0;0;0;0
11396;0;0;0;1;0;0;0;0;1;0;0;0;2
11397;0;0;0;0;0;0;0;0;0;0;0;0;0
11398;0;0;0;1;0;1;0;1;0;0;0;0;3
11399;0;0;0;3;0;1;0;0;2;0;0;0;6
11400;0;0;0;0;0;0;0;0;0;0;0;0;0
11401;0;0;0;4;0;3;0;1;2;0;0;0;10
11402;1;0;0;3;0;1;1;0;2;0;0;0;8
11403;0;0;0;2;0;0;1;1;1;0;2;0;7
11404;0;0;0;0;0;0;0;0;0;0;0;0;0
11405;0;0;0;0;0;1;1;0;0;0;0;0;2
11406;0;0;0;0;0;0;0;0;0;0;0;0;0
11407;1;0;0;3;0;3;1;0;0;0;0;0;8
11408;0;0;0;1;0;0;0;0;1;0;0;0;2
11409;0;0;0;0;0;0;0;0;0;0;0;0;0
11410;0;0;0;1;0;0;0;0;1;0;0;0;2
11411;0;0;0;0;0;0;0;0;0;0;0;0;0
11412;0;0;0;1;0;0;0;0;1;0;0;0;2
11413;0;0;0;0;0;0;0;0;0;0;0;0;0
11414;0;1;0;1;0;0;0;0;2;0;0;0;4
11415;0;0;0;4;0;0;1;0;3;0;0;0;8
11416;0;0;0;0;0;0;0;0;0;0;0;0;0
11417;0;0;0;3;0;1;0;2;2;0;0;0;8
11418;0;0;0;0;0;0;0;0;0;0;0;0;0
11419;0;0;0;3;0;2;0;0;2;0;0;0;7
11420;0;0;0;1;0;0;0;0;1;0;0;0;2
11421;0;0;0;0;0;0;0;0;0;0;0;0;0
11422;0;0;0;0;0;0;0;0;0;0;0;0;0
11423;2;0;1;1;0;1;0;0;0;0;0;0;5
11424;0;0;0;1;0;1;0;0;0;0;0;0;2
11425;0;0;0;0;0;0;0;0;0;0;0;0;0
11426;0;0;0;3;0;1;0;0;3;0;0;0;7
11427;0;0;0;1;0;0;0;0;1;0;0;0;2
11428;0;0;0;0;0;0;0;0;0;0;0;0;0
11429;0;1;0;1;0;2;0;0;0;0;0;0;4
11430;0;0;0;2;0;1;1;0;0;0;0;0;4
11431;0;0;0;2;0;1;0;0;1;0;0;0;4
11432;0;0;1;1;0;2;0;3;0;1;0;0;8
11433;0;0;0;0;0;0;0;0;0;0;0;0;0
11434;1;0;0;1;0;2;0;1;0;0;0;0;5
11435;3;0;4;3;0;0;0;1;0;1;0;0;12
11436;0;0;0;1;0;1;0;0;0;0;0;0;2
11437;0;0;0;0;0;0;0;0;0;0;0;0;0
11438;0;0;0;2;0;0;1;0;1;0;0;0;4
11439;0;0;0;2;0;0;2;0;0;0;0;0;4
11440;2;0;0;2;0;2;0;0;2;0;0;0;8
11441;0;0;0;0;0;0;0;0;0;0;0;0;0
11442;1;0;1;1;0;0;0;1;0;0;0;0;4
11443;0;0;0;0;0;1;1;0;0;0;0;0;2
11444;0;0;0;0;0;0;0;0;0;0;0;0;0
11445;4;0;0;1;0;5;0;1;0;0;0;0;11
11446;0;0;1;0;0;1;0;2;0;0;4;0;8
11447;0;0;0;2;0;1;1;0;0;0;0;0;4
11448;4;0;0;1;0;4;0;0;1;0;0;0;10
11449;0;0;0;2;0;0;0;0;2;0;0;0;4
11450;0;0;0;0;0;0;0;0;0;0;0;0;0
11451;0;0;0;0;0;0;0;0;0;0;0;0;0
11452;0;0;0;4;0;0;0;0;4;0;0;0;8
11453;0;0;0;0;0;0;0;0;0;0;0;0;0
11454;0;0;0;2;0;1;1;0;0;0;0;0;4
11455;0;0;0;0;0;0;0;0;0;0;0;0;0
11456;0;0;0;2;0;0;1;0;1;0;0;0;4
11457;0;0;0;2;0;2;1;1;0;0;0;0;6
11458;0;0;0;2;0;1;1;0;0;0;0;0;4
11459;0;3;0;1;0;3;1;0;0;0;0;0;8
11460;0;0;0;0;0;0;0;0;0;0;0;0;0
11461;0;0;0;1;0;0;0;0;1;0;0;0;2
11462;0;0;0;0;0;0;0;0;0;0;0;0;0
11463;0;0;0;0;0;0;0;0;0;0;0;0;0
11464;0;0;0;0;0;0;0;0;0;0;0;0;0
11465;0;0;0;1;0;0;0;0;1;0;0;0;2
11466;0;0;0;0;0;0;0;0;0;0;0;0;0
11467;0;0;0;1;0;1;0;0;0;0;0;0;2
11468;0;0;0;0;0;0;0;0;0;0;0;0;0
11469;0;0;0;2;0;0;1;0;1;0;0;0;4
11470;0;2;0;0;0;2;0;0;0;0;0;0;4
11471;0;0;0;0;0;0;0;0;0;0;0;0;0
11472;0;0;0;2;0;4;0;4;0;0;0;0;10
11473;0;0;0;1;0;1;0;0;0;0;0;0;2
11474;0;0;0;0;0;0;0;0;0;0;0;0;0
11475;0;0;0;0;0;0;0;0;0;0;0;0;0
11476;1;0;1;0;0;1;0;1;0;1;0;0;5
11477;0;0;0;2;0;1;0;0;1;0;0;0;4
11478;0;0;0;0;0;0;0;1;0;0;0;0;1
11479;0;0;0;0;0;0;0;0;0;0;0;0;0
11480;0;0;0;1;0;1;0;0;0;0;0;0;2
11481;0;0;0;0;0;0;0;0;0;0;0;0;0
11482;0;1;0;0;0;1;0;0;0;0;0;1;3
11483;0;0;0;0;0;0;0;0;0;0;0;0;0
11484;0;0;0;0;0;0;0;0;0;0;0;0;0
11485;0;0;0;0;0;0;0;0;0;0;0;0;0
11486;0;0;0;2;0;2;1;1;0;0;0;0;6
11487;0;0;0;2;0;1;1;1;0;0;0;0;5
11488;0;0;0;0;0;0;0;0;0;0;0;0;0
11489;0;0;0;1;0;0;0;0;1;0;0;0;2
11490;0;0;0;0;0;0;0;0;0;0;0;0;0
11491;0;0;0;0;0;0;0;0;0;0;0;0;0
11492;0;0;0;0;0;0;0;0;0;0;0;0;0
11493;0;0;0;1;0;1;0;0;0;0;0;0;2
11494;0;0;0;0;0;0;0;0;0;0;0;0;0
11495;0;0;0;0;0;0;0;0;0;0;0;0;0
11496;0;1;0;1;0;2;0;0;0;0;0;0;4
11497;1;16;0;1;0;8;0;1;2;0;0;3;32
11498;1;1;0;6;0;5;0;1;5;0;0;0;19
11499;0;0;0;0;0;0;0;0;0;0;0;0;0
11500;4;0;0;1;2;5;0;3;0;0;0;0;15
11501;0;0;0;1;0;1;0;0;1;0;0;0;3
11502;0;0;0;0;0;0;0;0;0;0;0;0;0
11503;0;0;0;3;0;0;0;1;3;0;0;0;7
11504;0;0;0;2;0;0;1;0;1;0;0;0;4
11505;0;0;0;4;0;2;1;0;1;0;0;0;8
11506;0;0;0;0;0;0;0;0;0;0;0;0;0
11507;0;0;0;0;0;1;1;0;0;0;0;0;2
11508;0;0;0;0;0;0;0;0;0;0;0;0;0
11509;0;0;0;1;0;0;0;0;1;0;0;0;2
11510;0;0;0;0;0;0;0;0;0;0;0;0;0
11511;0;0;0;0;0;0;0;0;0;0;0;0;0
11512;0;0;0;1;0;2;0;2;1;0;0;0;6
11513;0;0;0;1;0;0;0;0;1;0;0;0;2
11514;0;0;0;0;0;0;0;0;0;0;0;0;0
11515;0;0;0;3;0;0;0;0;3;0;0;0;6
11516;0;0;0;0;0;0;0;0;0;0;0;0;0
11517;0;0;0;1;0;0;0;0;1;0;0;0;2
11518;0;0;0;0;0;0;0;0;0;0;0;0;0
11519;0;0;0;3;0;3;0;0;2;0;0;0;8
11520;0;0;0;1;0;0;0;0;1;0;0;0;2
11521;0;0;0;0;0;0;0;0;0;0;0;0;0
11522;0;0;0;1;0;2;0;1;1;0;0;0;5
11523;0;0;0;0;0;0;0;0;0;0;0;0;0
11524;0;0;0;3;0;0;2;0;1;0;0;0;6
11525;0;0;0;3;0;0;0;0;3;0;0;0;6
11526;0;0;0;0;0;0;0;0;0;0;0;0;0
11527;0;0;0;1;0;0;0;0;1;0;0;0;2
11528;0;0;0;0;0;0;0;0;0;0;0;0;0
11529;2;0;0;1;0;2;0;0;0;0;0;0;5
11530;0;0;0;0;0;0;0;0;0;0;0;0;0
11531;0;0;0;2;0;1;0;0;1;0;0;0;4
11532;0;0;0;1;0;2;1;2;0;0;0;0;6
11533;0;0;0;0;0;0;0;0;0;0;0;0;0
11534;0;0;0;0;0;0;0;0;0;0;0;0;0
11535;0;0;3;3;0;3;0;3;2;1;0;0;15
11536;0;0;0;0;0;0;0;0;0;0;0;0;0
11537;0;1;0;3;0;2;0;0;3;0;0;0;9
11538;1;0;0;1;0;5;0;4;0;0;0;0;11
11539;0;0;0;0;0;1;0;1;0;0;0;0;2
11540;0;0;0;0;0;0;0;0;0;0;0;0;0
11541;2;0;0;3;0;2;0;0;3;0;0;0;10
11542;0;0;0;0;0;0;0;0;0;0;0;0;0
11543;0;0;0;1;0;2;0;2;0;0;0;0;5
11544;0;0;0;3;0;2;1;0;0;0;0;0;6
11545;0;0;0;2;0;1;0;0;1;0;0;0;4
11546;0;0;0;0;0;0;0;0;0;0;0;0;0
11547;0;0;0;0;2;0;0;4;0;0;0;0;6
11548;0;0;0;2;0;0;0;0;1;0;0;0;3
11549;0;0;0;3;0;0;0;0;3;0;0;0;6
11550;0;0;0;1;0;0;0;0;1;0;0;0;2
11551;0;0;0;0;0;0;0;0;0;0;0;0;0
11552;0;0;0;3;0;0;3;0;1;0;0;0;7
11553;0;0;0;0;0;0;0;0;0;0;0;0;0
11554;0;0;0;0;0;0;0;0;0;0;0;0;0
11555;0;0;1;6;0;6;0;6;0;1;0;0;20
11556;0;0;0;3;0;3;0;1;0;0;0;0;7
11557;0;0;0;0;0;0;0;0;0;0;0;0;0
11558;0;0;0;1;0;2;0;2;0;0;0;0;5
11559;0;0;0;0;0;0;0;0;0;0;0;0;0
11560;0;3;0;3;0;0;0;0;2;0;0;0;8
11561;0;0;0;2;0;1;0;3;1;0;0;0;7
11562;0;0;0;0;0;1;1;0;0;0;0;0;2
11563;0;0;0;0;0;0;0;0;0;0;0;0;0
11564;0;0;0;0;0;0;0;0;0;0;0;0;0
11565;0;0;0;0;0;0;0;0;0;0;0;0;0
11566;0;0;0;3;0;0;2;0;2;0;0;0;7
11567;0;0;0;0;0;2;0;2;0;0;0;0;4
11568;0;0;0;2;0;1;0;0;1;0;0;0;4
11569;0;0;0;2;0;0;1;0;1;0;0;0;4
11570;0;0;0;0;0;0;0;0;0;0;0;0;0
11571;1;0;0;7;0;5;0;3;4;0;0;0;20
11572;0;0;0;0;0;0;0;0;0;0;0;0;0
11573;0;0;0;0;0;1;1;0;0;0;0;0;2
11574;0;0;0;0;0;0;0;0;0;0;0;0;0
11575;0;0;0;3;0;2;1;2;1;0;1;0;10
11576;0;2;0;0;0;1;0;1;0;0;0;0;4
11577;0;0;0;2;0;2;0;0;1;0;0;0;5
11578;0;0;0;0;0;0;0;0;0;0;0;0;0
11579;0;0;0;0;0;0;0;0;0;0;0;0;0
11580;0;0;0;1;0;2;0;1;0;0;0;0;4
11581;0;0;0;0;0;0;0;0;0;0;0;0;0
11582;0;0;1;1;0;0;1;1;1;1;1;0;7
11583;0;0;0;2;0;0;0;0;2;0;0;0;4
11584;0;0;0;0;0;0;0;0;0;0;0;0;0
11585;0;0;0;0;0;0;0;0;0;0;0;0;0
11586;0;0;0;0;0;0;0;0;0;0;0;0;0
11587;0;0;0;2;0;2;0;0;1;0;0;0;5
11588;0;0;1;6;0;4;0;3;4;0;0;0;18
11589;0;0;0;1;0;2;0;1;0;0;0;0;4
11590;0;0;0;0;0;0;0;0;0;0;0;0;0
11591;0;1;0;1;0;0;0;0;2;0;0;0;4
11592;0;0;0;2;0;1;0;0;1;0;0;0;4
11593;0;0;0;2;0;0;2;0;0;0;0;0;4
11594;0;0;0;3;0;0;2;0;1;0;0;0;6
11595;0;0;1;0;0;1;0;2;1;0;0;0;5
11596;0;0;0;1;0;2;0;1;0;0;0;0;4
11597;0;0;0;3;0;0;0;0;3;0;0;0;6
11598;1;0;0;2;0;3;0;0;2;0;0;0;8
11599;0;0;0;0;0;0;0;0;0;0;0;0;0
11600;3;1;1;4;0;3;0;1;5;0;0;0;18
11601;0;0;0;3;0;0;0;0;3;0;0;0;6
11602;0;0;0;5;0;2;0;1;3;0;0;0;11
11603;0;0;0;1;0;3;0;2;0;0;0;0;6
11604;0;0;0;0;0;0;0;0;0;0;0;0;0
11605;0;0;0;1;0;1;1;1;0;0;0;0;4
11606;0;0;0;1;0;1;0;0;0;0;0;0;2
11607;0;0;0;0;0;0;0;0;0;0;0;0;0
11608;0;0;0;2;0;2;0;0;0;0;0;0;4
11609;0;0;0;0;0;0;0;0;0;0;0;0;0
11610;0;0;0;2;0;2;0;0;0;0;0;0;4
11611;0;0;0;0;0;0;0;0;0;0;0;0;0
11612;0;0;0;0;0;0;0;0;0;0;2;0;2
11613;0;0;0;0;0;1;1;0;0;0;0;0;2
11614;0;0;0;0;0;0;0;0;0;0;0;0;0
11615;0;0;0;2;0;1;1;0;0;0;0;0;4
11616;0;0;0;0;0;0;0;0;0;0;0;0;0
11617;0;0;0;2;0;1;0;0;2;0;0;0;5
11618;0;0;0;0;0;0;0;0;0;0;0;0;0
11619;0;0;0;0;0;0;0;0;0;0;0;0;0
11620;0;0;0;8;0;2;0;2;8;0;1;0;21
11621;0;0;0;0;0;0;0;0;0;0;0;0;0
11622;0;0;0;0;0;0;0;0;0;0;0;0;0
11623;0;0;0;0;0;0;0;0;0;0;0;0;0
11624;0;0;0;0;0;0;0;0;0;0;0;0;0
11625;0;0;0;1;0;0;0;0;1;0;0;0;2
11626;0;0;0;0;0;0;0;0;0;0;0;0;0
11627;0;0;0;3;0;0;2;0;1;0;0;0;6
11628;0;0;0;0;0;0;0;0;0;0;0;0;0
11629;0;0;0;2;0;0;2;0;0;0;0;0;4
11630;0;0;0;1;0;0;0;1;1;0;1;0;4
11631;0;0;0;0;0;0;0;0;0;0;0;0;0
11632;0;0;0;2;0;0;1;0;1;0;1;0;5
11633;0;0;0;3;0;2;0;1;2;0;0;0;8
11634;0;0;0;0;0;0;0;0;0;0;0;0;0
11635;2;0;0;1;0;2;0;0;1;0;0;0;6
11636;0;0;0;0;0;0;0;0;0;0;0;0;0
11637;0;0;0;0;0;0;0;0;0;0;0;0;0
11638;0;0;0;0;0;0;0;0;0;0;0;0;0
11639;0;0;0;2;0;0;0;0;2;0;0;0;4
11640;0;0;0;3;0;1;1;0;1;0;0;0;6
11641;0;0;0;0;0;0;0;0;0;0;0;0;0
11642;0;0;0;0;0;0;0;0;0;0;0;0;0
11643;0;0;0;2;0;2;0;0;1;0;0;0;5
11644;0;0;0;1;0;0;0;1;1;0;0;0;3
11645;0;2;0;3;0;2;0;0;4;0;0;0;11
11646;0;0;0;1;0;1;0;0;0;0;0;0;2
11647;0;0;0;0;0;0;0;0;0;0;0;0;0
11648;0;0;0;1;0;2;0;1;0;0;0;0;4
11649;0;0;0;0;0;1;1;0;0;0;0;0;2
11650;0;0;0;0;0;0;0;0;0;0;0;0;0
11651;0;0;0;0;0;1;0;1;0;0;0;0;2
11652;0;0;0;0;0;0;0;0;0;0;0;0;0
11653;0;0;0;0;0;0;0;0;0;0;0;0;0
11654;0;0;0;2;0;1;0;0;1;0;0;0;4
11655;0;0;0;1;0;0;0;0;1;0;0;0;2
11656;0;0;0;0;0;0;0;0;0;0;0;0;0
11657;0;0;0;1;0;1;0;0;0;0;0;0;2
11658;0;0;0;0;0;0;0;0;0;0;0;0;0
11659;0;0;0;0;0;0;0;0;0;0;0;0;0
11660;0;0;0;5;0;0;0;0;5;0;0;0;10
11661;0;0;0;0;0;0;0;0;0;0;0;0;0
11662;0;0;0;1;0;2;0;2;0;0;0;0;5
11663;0;0;0;0;0;0;0;0;0;0;0;0;0
11664;0;0;0;0;0;0;0;0;0;0;0;0;0
11665;0;0;0;0;0;0;0;0;0;0;0;0;0
11666;0;0;0;0;0;0;0;0;0;0;0;0;0
11667;0;0;0;3;0;1;0;0;2;0;0;0;6
